order_id,delivery_date,dispatch_window,customer_id,customer_name,address,city,state,zip,truck_id,product,quantity,unit,board_feet,weight_lbs,lat,lng
SO-729125,2026-07-24,09:45,MIDDBS,Middlesex Building Products,440 Newfield St,Middletown,CT,06457,T-04,LVL Beams 1.75x11.875 18ft,91,pcs,2839,8678,41.5701,-72.6595
SO-729128,2026-07-24,09:45,NELUMB,Northeast Lumber,533 S Broad St,Meriden,CT,06450,T-04,Dimensional Lumber 2x10x16,361,pcs,9639,13371,41.5462,-72.8112
SO-729131,2026-07-24,09:45,WILLIBS,Windham Building Products,1548 W Main St,Willimantic,CT,06226,T-05,"James Hardie Lap Siding 8.25""",3,pallets,,8523,41.7106,-72.2081
SO-729133,2026-07-24,09:45,NORWICH,Rose City Lumber,224 W Main St,Norwich,CT,06360,T-05,LVL Beams 1.75x11.875 18ft,103,pcs,3214,9817,41.532,-72.0801
SO-729134,2026-07-24,09:45,RIDGEBS,Ridgefield Supply Co,29 Prospect St,Ridgefield,CT,06877,T-06,"James Hardie Lap Siding 8.25""",2,pallets,,6323,41.2812,-73.4986
SO-729136,2026-07-24,09:45,ORANGEBS,Orange County Building Supply,33 Dolson Ave,Middletown,NY,10940,T-08,Pine Millwork & Interior Trim,7,bundles,,12416,41.4459,-74.4229
SO-729137,2026-07-24,09:45,KINGBS,Kingston Building Supply,850 Flatbush Ave,Kingston,NY,12401,T-08,"BCI I-Joists 11-7/8"" 20ft",126,pcs,,7787,41.9385,-73.9905
SO-729138,2026-07-24,09:45,OCEANST,Ocean State Lumber,45 Dupont Dr,Providence,RI,02907,T-14,Trex Composite Decking 20ft,346,pcs,,9331,41.8005,-71.4506
SO-729140,2026-07-24,09:45,NKINGBS,North Kingstown Lumber,7712 Post Rd,North Kingstown,RI,02852,T-14,"CDX Plywood 1/2"" 4x8",135,sheets,,6488,41.5801,-71.4774
SO-729142,2026-07-24,09:45,84LHART,84 Lumber #0388,145 Leibert Rd,Hartford,CT,06120,T-19,LVL Beams 1.75x11.875 18ft,99,pcs,3089,9373,41.7889,-72.6683
SO-729144,2026-07-24,09:45,ELMCITY,Elm City Building Products,480 Grand Ave,New Haven,CT,06511,T-20,"James Hardie Lap Siding 8.25""",3,pallets,,8469,41.3055,-72.9104
SO-729147,2026-07-24,09:45,SCRANBS,Scranton Lumber & Supply,1130 Capouse Ave,Scranton,PA,18509,T-21,"James Hardie Lap Siding 8.25""",4,pallets,,11909,41.4102,-75.6605
SO-729148,2026-07-24,09:45,VALLEYBS,Valley Building Supply,320 King St,Northampton,MA,01060,T-22,"OSB 7/16"" 4x8 Sheathing",256,sheets,,11766,42.3389,-72.6417
SO-729150,2026-07-24,09:45,84LPARS,84 Lumber #2210,1159 US-46,Parsippany,NJ,07054,T-23,Trex Composite Decking 20ft,372,pcs,,10042,40.8602,-74.4205
SO-729152,2026-07-24,09:45,HOLBROOK,Holbrook Lumber Co,627 Page Blvd,Springfield,MA,01104,T-24,"CDX Plywood 1/2"" 4x8",271,sheets,,13029,42.1121,-72.5605
SO-729154,2026-07-24,09:45,HICKBS,Hicksville Building Supply,300 Duffy Ave,Hicksville,NY,11801,T-25,"James Hardie Lap Siding 8.25""",13,pallets,,38125,40.7712,-73.5205
SO-729158,2026-07-27,06:30,BENNVT,Bennington Building Supply,121 Depot St,Bennington,VT,05201,T-01,CertainTeed Vinyl Siding D4,5,pallets,,6660,42.8795,-73.1925
SO-729162,2026-07-27,06:30,NATWOB,National Lumber Woburn,245 Salem St,Woburn,MA,01801,T-02,"James Hardie Lap Siding 8.25""",4,pallets,,10521,42.4855,-71.145
SO-729163,2026-07-27,06:30,NATWOB,National Lumber Woburn,245 Salem St,Woburn,MA,01801,T-02,LVL Beams 1.75x11.875 18ft,140,pcs,4368,13279,42.4855,-71.145
SO-729167,2026-07-27,06:30,NASHOBA,Nashoba Valley Building Supply,100 Powder Mill Rd,Acton,MA,01720,T-02,"CDX Plywood 1/2"" 4x8",221,sheets,,10629,42.4851,-71.4328
SO-729168,2026-07-27,06:30,TROYBS,Collar City Building Supply,621 River St,Troy,NY,12180,T-03,CertainTeed Vinyl Siding D4,7,pallets,,9712,42.7284,-73.6918
SO-729169,2026-07-27,06:30,BFSALB,Builders FirstSource Albany,926 Broadway,Albany,NY,12207,T-03,Dimensional Lumber 2x10x16,377,pcs,10066,13931,42.6598,-73.7405
SO-729172,2026-07-27,06:30,TROYBS,Collar City Building Supply,621 River St,Troy,NY,12180,T-03,"CDX Plywood 1/2"" 4x8",255,sheets,,12249,42.7284,-73.6918
SO-729173,2026-07-27,06:30,CAPDIST,Capital District Building Supply,1218 Central Ave,Albany,NY,12205,T-03,"BCI I-Joists 11-7/8"" 20ft",81,pcs,,5013,42.7105,-73.8202
SO-729177,2026-07-27,06:30,NELUMB,Northeast Lumber,533 S Broad St,Meriden,CT,06450,T-04,CertainTeed Vinyl Siding D4,8,pallets,,11251,41.5462,-72.8112
SO-729181,2026-07-27,06:30,WATBS,Brass City Building Supply,2100 S Main St,Waterbury,CT,06706,T-04,"OSB 7/16"" 4x8 Sheathing",129,sheets,,5918,41.5661,-73.0405
SO-729183,2026-07-27,06:30,MIDDBS,Middlesex Building Products,440 Newfield St,Middletown,CT,06457,T-04,Trex Composite Decking 20ft,489,pcs,,13215,41.5701,-72.6595
SO-729187,2026-07-27,06:30,NELUMB,Northeast Lumber,533 S Broad St,Meriden,CT,06450,T-04,CertainTeed Vinyl Siding D4,4,pallets,,6420,41.5462,-72.8112
SO-729189,2026-07-27,06:30,BRISTBS,Bristol Building Supply,895 Farmington Ave,Bristol,CT,06010,T-04,CertainTeed Vinyl Siding D4,3,pallets,,4411,41.6718,-72.9493
SO-729190,2026-07-27,06:30,NORWICH,Rose City Lumber,224 W Main St,Norwich,CT,06360,T-05,Dimensional Lumber 2x10x16,536,pcs,14311,19830,41.532,-72.0801
SO-729193,2026-07-27,06:30,RIDGEBS,Ridgefield Supply Co,29 Prospect St,Ridgefield,CT,06877,T-06,"BCI I-Joists 11-7/8"" 20ft",128,pcs,,7914,41.2812,-73.4986
SO-729194,2026-07-27,06:30,STAMBS,Stamford Building Materials,80 Harvard Ave,Stamford,CT,06902,T-06,Trex Composite Decking 20ft,410,pcs,,11065,41.0598,-73.5405
SO-729196,2026-07-27,06:30,DANBS,Danbury Building Supply,57 Shelter Rock Rd,Danbury,CT,06810,T-06,"OSB 7/16"" 4x8 Sheathing",101,sheets,,4653,41.4015,-73.4501
SO-729200,2026-07-27,06:30,DANBS,Danbury Building Supply,57 Shelter Rock Rd,Danbury,CT,06810,T-06,"OSB 7/16"" 4x8 Sheathing",316,sheets,,14548,41.4015,-73.4501
SO-729201,2026-07-27,06:30,RIDGEBS,Ridgefield Supply Co,29 Prospect St,Ridgefield,CT,06877,T-06,"BCI I-Joists 11-7/8"" 20ft",118,pcs,,7288,41.2812,-73.4986
SO-729204,2026-07-27,06:30,BFSEHART,Builders FirstSource East Hartford,240 Prestige Park Rd,East Hartford,CT,06108,T-07,"CDX Plywood 1/2"" 4x8",90,sheets,,4333,41.7808,-72.6091
SO-729206,2026-07-27,06:30,REXHART,Rex Lumber Hartford,610 Wethersfield Ave,Hartford,CT,06114,T-07,"James Hardie Lap Siding 8.25""",5,pallets,,13877,41.742,-72.6689
SO-729207,2026-07-27,06:30,84LHART,84 Lumber #0388,145 Leibert Rd,Hartford,CT,06120,T-07,"BCI I-Joists 11-7/8"" 20ft",71,pcs,,4432,41.7889,-72.6683
SO-729211,2026-07-27,06:30,KINGBS,Kingston Building Supply,850 Flatbush Ave,Kingston,NY,12401,T-08,CertainTeed Vinyl Siding D4,17,pallets,,25179,41.9385,-73.9905
SO-729214,2026-07-27,06:30,ABEBS,Lehigh Valley Building Supply,1750 Grammes Rd,Allentown,PA,18103,T-09,"CDX Plywood 1/2"" 4x8",746,sheets,,35806,40.6084,-75.49
SO-729215,2026-07-27,06:30,GUILBS,Shoreline Building Products,2280 Boston Post Rd,Guilford,CT,06437,T-10,CertainTeed Vinyl Siding D4,7,pallets,,10695,41.2895,-72.6817
SO-729219,2026-07-27,06:30,NATNH,National Lumber New Haven,20 Lenox St,New Haven,CT,06513,T-10,CertainTeed Vinyl Siding D4,2,pallets,,3016,41.3162,-72.8989
SO-729221,2026-07-27,06:30,NATNH,National Lumber New Haven,20 Lenox St,New Haven,CT,06513,T-10,"James Hardie Lap Siding 8.25""",2,pallets,,6642,41.3162,-72.8989
SO-729225,2026-07-27,06:30,ELMCITY,Elm City Building Products,480 Grand Ave,New Haven,CT,06511,T-10,Trex Composite Decking 20ft,127,pcs,,3419,41.3055,-72.9104
SO-729226,2026-07-27,06:30,IRONBND,Ironbound Building Supply,315 Ferry St,Newark,NJ,07105,T-11,"BCI I-Joists 11-7/8"" 20ft",154,pcs,,9558,40.7285,-74.1502
SO-729228,2026-07-27,06:30,ELIZBS,Union County Building Supply,601 Bayway Ave,Elizabeth,NJ,07202,T-11,Trex Composite Decking 20ft,208,pcs,,5609,40.6639,-74.2107
SO-729232,2026-07-27,06:30,GSMILL,Garden State Millwork,480 Frelinghuysen Ave,Newark,NJ,07114,T-11,"OSB 7/16"" 4x8 Sheathing",144,sheets,,6633,40.7059,-74.1735
SO-729236,2026-07-27,06:30,PATERBS,Silk City Building Materials,245 E Railway Ave,Paterson,NJ,07503,T-11,"OSB 7/16"" 4x8 Sheathing",227,sheets,,10422,40.9105,-74.1602
SO-729240,2026-07-27,06:30,EMPIRE,Empire Building Materials,38-20 Review Ave,Long Island City,NY,11101,T-12,"CDX Plywood 1/2"" 4x8",353,sheets,,16945,40.7402,-73.9312
SO-729243,2026-07-27,06:30,HICKBS,Hicksville Building Supply,300 Duffy Ave,Hicksville,NY,11801,T-12,"OSB 7/16"" 4x8 Sheathing",82,sheets,,3767,40.7712,-73.5205
SO-729246,2026-07-27,06:30,VALLEYBS,Valley Building Supply,320 King St,Northampton,MA,01060,T-13,"OSB 7/16"" 4x8 Sheathing",316,sheets,,14542,42.3389,-72.6417
SO-729249,2026-07-27,06:30,GREENF,Franklin County Building Supply,89 French King Hwy,Greenfield,MA,01301,T-13,"CDX Plywood 1/2"" 4x8",78,sheets,,3760,42.6039,-72.5541
SO-729253,2026-07-27,06:30,BFSPROV,Builders FirstSource Providence,260 Kinsley Ave,Providence,RI,02903,T-14,"James Hardie Lap Siding 8.25""",8,pallets,,23994,41.8221,-71.4302
SO-729255,2026-07-27,06:30,84LSPR,84 Lumber #0421,340 Taylor St,Springfield,MA,01105,T-15,Dimensional Lumber 2x10x16,213,pcs,5687,7885,42.1043,-72.5731
SO-729259,2026-07-27,06:30,CHICBS,Chicopee Building Supply,92 Meadow St,Chicopee,MA,01013,T-15,Trex Composite Decking 20ft,371,pcs,,10014,42.1615,-72.6039
SO-729262,2026-07-27,06:30,PALMERBS,Quaboag Valley Lumber,1240 Thorndike St,Palmer,MA,01069,T-15,LVL Beams 1.75x11.875 18ft,118,pcs,3682,11204,42.1584,-72.3287
SO-729265,2026-07-27,06:30,CHICBS,Chicopee Building Supply,92 Meadow St,Chicopee,MA,01013,T-15,"BCI I-Joists 11-7/8"" 20ft",150,pcs,,9279,42.1615,-72.6039
SO-729266,2026-07-27,06:30,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-17,Dimensional Lumber 2x10x16,391,pcs,10440,14482,41.0421,-73.7702
SO-729267,2026-07-27,06:30,YONKBS,Yonkers Lumber Co,1088 Saw Mill River Rd,Yonkers,NY,10710,T-17,"BCI I-Joists 11-7/8"" 20ft",98,pcs,,6098,40.9385,-73.8905
SO-729268,2026-07-27,06:30,WORCBS,Worcester Building Supply,120 Southbridge St,Worcester,MA,01608,T-18,Trex Composite Decking 20ft,940,pcs,,25387,42.2751,-71.7997
SO-729271,2026-07-27,09:45,SCHENBS,Schenectady Lumber,1680 Chrisler Ave,Schenectady,NY,12303,T-03,CertainTeed Vinyl Siding D4,4,pallets,,5171,42.8025,-73.9401
SO-729272,2026-07-27,09:45,MIDDBS,Middlesex Building Products,440 Newfield St,Middletown,CT,06457,T-04,"CDX Plywood 1/2"" 4x8",112,sheets,,5387,41.5701,-72.6595
SO-729273,2026-07-27,09:45,NEWBRIT,Hardware City Building Supply,225 Christian Ln,New Britain,CT,06051,T-07,CertainTeed Vinyl Siding D4,9,pallets,,12648,41.6687,-72.7799
SO-729275,2026-07-27,09:45,REXHART,Rex Lumber Hartford,610 Wethersfield Ave,Hartford,CT,06114,T-07,"OSB 7/16"" 4x8 Sheathing",122,sheets,,5609,41.742,-72.6689
SO-729278,2026-07-27,09:45,GUILBS,Shoreline Building Products,2280 Boston Post Rd,Guilford,CT,06437,T-10,"BCI I-Joists 11-7/8"" 20ft",135,pcs,,8361,41.2895,-72.6817
SO-729279,2026-07-27,09:45,ELMCITY,Elm City Building Products,480 Grand Ave,New Haven,CT,06511,T-10,Pine Millwork & Interior Trim,7,bundles,,11992,41.3055,-72.9104
SO-729283,2026-07-27,09:45,AMHERSTL,Amherst Lumber,459 University Dr,Amherst,MA,01002,T-13,"CDX Plywood 1/2"" 4x8",180,sheets,,8657,42.3672,-72.5312
SO-729284,2026-07-27,09:45,CHICBS,Chicopee Building Supply,92 Meadow St,Chicopee,MA,01013,T-15,Pine Millwork & Interior Trim,3,bundles,,4673,42.1615,-72.6039
SO-729287,2026-07-27,09:45,HOLYOKE,Holyoke Millwork & Door,1 Cabot St,Holyoke,MA,01040,T-15,"James Hardie Lap Siding 8.25""",1,pallets,,3865,42.2081,-72.6151
SO-729291,2026-07-27,09:45,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,"CDX Plywood 1/2"" 4x8",304,sheets,,14616,42.8552,-72.5715
SO-729293,2026-07-27,09:45,OCEANST,Ocean State Lumber,45 Dupont Dr,Providence,RI,02907,T-19,"BCI I-Joists 11-7/8"" 20ft",102,pcs,,6354,41.8005,-71.4506
SO-729296,2026-07-27,09:45,QBCS,Queensboro Construction Supply,47-15 34th St,Long Island City,NY,11101,T-20,LVL Beams 1.75x11.875 18ft,83,pcs,2590,7849,40.7431,-73.9265
SO-729297,2026-07-27,09:45,WORCBS,Worcester Building Supply,120 Southbridge St,Worcester,MA,01608,T-21,Dimensional Lumber 2x10x16,231,pcs,6168,8543,42.2751,-71.7997
SO-729300,2026-07-27,09:45,KINGBS,Kingston Building Supply,850 Flatbush Ave,Kingston,NY,12401,T-22,Dimensional Lumber 2x10x16,323,pcs,8624,11936,41.9385,-73.9905
SO-729301,2026-07-27,09:45,NORWICH,Rose City Lumber,224 W Main St,Norwich,CT,06360,T-23,"James Hardie Lap Siding 8.25""",4,pallets,,10892,41.532,-72.0801
SO-729302,2026-07-27,09:45,ABEBS,Lehigh Valley Building Supply,1750 Grammes Rd,Allentown,PA,18103,T-25,"CDX Plywood 1/2"" 4x8",743,sheets,,35672,40.6084,-75.49
SO-729303,2026-07-28,06:30,LEEBS,Lee Building Products,180 Pleasant St,Lee,MA,01238,T-01,CertainTeed Vinyl Siding D4,8,pallets,,11727,42.3042,-73.2482
SO-729306,2026-07-28,06:30,MARLBS,Marlborough Builders Supply,31 Sasseville Way,Marlborough,MA,01752,T-02,"James Hardie Lap Siding 8.25""",2,pallets,,5138,42.3459,-71.5522
SO-729308,2026-07-28,06:30,NATWOB,National Lumber Woburn,245 Salem St,Woburn,MA,01801,T-02,Trex Composite Decking 20ft,536,pcs,,14463,42.4855,-71.145
SO-729310,2026-07-28,06:30,MARLBS,Marlborough Builders Supply,31 Sasseville Way,Marlborough,MA,01752,T-02,"James Hardie Lap Siding 8.25""",3,pallets,,9272,42.3459,-71.5522
SO-729314,2026-07-28,06:30,BFSFRAM,Builders FirstSource Framingham,350 Irving St,Framingham,MA,01702,T-02,Dimensional Lumber 2x10x16,102,pcs,2723,3771,42.2989,-71.4308
SO-729318,2026-07-28,06:30,NATWOB,National Lumber Woburn,245 Salem St,Woburn,MA,01801,T-02,"CDX Plywood 1/2"" 4x8",203,sheets,,9734,42.4855,-71.145
SO-729322,2026-07-28,06:30,MARLBS,Marlborough Builders Supply,31 Sasseville Way,Marlborough,MA,01752,T-02,"BCI I-Joists 11-7/8"" 20ft",61,pcs,,3768,42.3459,-71.5522
SO-729324,2026-07-28,06:30,BFSALB,Builders FirstSource Albany,926 Broadway,Albany,NY,12207,T-03,Trex Composite Decking 20ft,854,pcs,,23045,42.6598,-73.7405
SO-729328,2026-07-28,06:30,WATBS,Brass City Building Supply,2100 S Main St,Waterbury,CT,06706,T-04,LVL Beams 1.75x11.875 18ft,220,pcs,6864,20920,41.5661,-73.0405
SO-729330,2026-07-28,06:30,NORWBS,Norwalk Lumber & Millwork,120 Water St,Norwalk,CT,06854,T-06,Dimensional Lumber 2x10x16,263,pcs,7022,9720,41.1177,-73.4079
SO-729334,2026-07-28,06:30,DANBS,Danbury Building Supply,57 Shelter Rock Rd,Danbury,CT,06810,T-06,"BCI I-Joists 11-7/8"" 20ft",214,pcs,,13277,41.4015,-73.4501
SO-729336,2026-07-28,06:30,BPTBS,Park City Building Products,480 Iranistan Ave,Bridgeport,CT,06604,T-06,CertainTeed Vinyl Siding D4,9,pallets,,13002,41.1932,-73.201
SO-729337,2026-07-28,06:30,RIDGEBS,Ridgefield Supply Co,29 Prospect St,Ridgefield,CT,06877,T-06,Dimensional Lumber 2x10x16,89,pcs,2376,3293,41.2812,-73.4986
SO-729341,2026-07-28,06:30,BFSEHART,Builders FirstSource East Hartford,240 Prestige Park Rd,East Hartford,CT,06108,T-07,"James Hardie Lap Siding 8.25""",9,pallets,,25451,41.7808,-72.6091
SO-729345,2026-07-28,06:30,NEWBGH,Hudson Valley Building Materials,1220 Route 300,Newburgh,NY,12550,T-08,Trex Composite Decking 20ft,265,pcs,,7165,41.5101,-74.0212
SO-729348,2026-07-28,06:30,ORANGEBS,Orange County Building Supply,33 Dolson Ave,Middletown,NY,10940,T-08,CertainTeed Vinyl Siding D4,7,pallets,,10269,41.4459,-74.4229
SO-729350,2026-07-28,06:30,SCRANBS,Scranton Lumber & Supply,1130 Capouse Ave,Scranton,PA,18509,T-09,CertainTeed Vinyl Siding D4,7,pallets,,9980,41.4102,-75.6605
SO-729351,2026-07-28,06:30,STROUDBS,Pocono Building Supply,1204 N 9th St,Stroudsburg,PA,18360,T-09,Dimensional Lumber 2x10x16,360,pcs,9612,13337,40.9801,-75.1902
SO-729355,2026-07-28,06:30,BETHBS,Bethlehem Building Products,2260 Industrial Dr,Bethlehem,PA,18017,T-09,"OSB 7/16"" 4x8 Sheathing",130,sheets,,5966,40.6301,-75.3652
SO-729359,2026-07-28,06:30,SCRANBS,Scranton Lumber & Supply,1130 Capouse Ave,Scranton,PA,18509,T-09,"CDX Plywood 1/2"" 4x8",247,sheets,,11850,41.4102,-75.6605
SO-729363,2026-07-28,06:30,GUILBS,Shoreline Building Products,2280 Boston Post Rd,Guilford,CT,06437,T-10,Dimensional Lumber 2x10x16,168,pcs,4486,6222,41.2895,-72.6817
SO-729366,2026-07-28,06:30,MILFBS,Milford Building Supply,85 Rowe Ave,Milford,CT,06461,T-10,"BCI I-Joists 11-7/8"" 20ft",183,pcs,,11319,41.2301,-73.064
SO-729368,2026-07-28,06:30,ELMCITY,Elm City Building Products,480 Grand Ave,New Haven,CT,06511,T-10,LVL Beams 1.75x11.875 18ft,49,pcs,1529,4635,41.3055,-72.9104
SO-729369,2026-07-28,06:30,IRONBND,Ironbound Building Supply,315 Ferry St,Newark,NJ,07105,T-11,"BCI I-Joists 11-7/8"" 20ft",344,pcs,,21334,40.7285,-74.1502
SO-729373,2026-07-28,06:30,HICKBS,Hicksville Building Supply,300 Duffy Ave,Hicksville,NY,11801,T-12,Trex Composite Decking 20ft,893,pcs,,24110,40.7712,-73.5205
SO-729375,2026-07-28,06:30,GREENF,Franklin County Building Supply,89 French King Hwy,Greenfield,MA,01301,T-13,"James Hardie Lap Siding 8.25""",4,pallets,,10816,42.6039,-72.5541
SO-729378,2026-07-28,06:30,VALLEYBS,Valley Building Supply,320 King St,Northampton,MA,01060,T-13,"BCI I-Joists 11-7/8"" 20ft",163,pcs,,10077,42.3389,-72.6417
SO-729379,2026-07-28,06:30,OCEANST,Ocean State Lumber,45 Dupont Dr,Providence,RI,02907,T-14,Trex Composite Decking 20ft,134,pcs,,3614,41.8005,-71.4506
SO-729383,2026-07-28,06:30,OCEANST,Ocean State Lumber,45 Dupont Dr,Providence,RI,02907,T-14,CertainTeed Vinyl Siding D4,4,pallets,,6031,41.8005,-71.4506
SO-729387,2026-07-28,06:30,NKINGBS,North Kingstown Lumber,7712 Post Rd,North Kingstown,RI,02852,T-14,Pine Millwork & Interior Trim,7,bundles,,12983,41.5801,-71.4774
SO-729388,2026-07-28,06:30,HOLBROOK,Holbrook Lumber Co,627 Page Blvd,Springfield,MA,01104,T-15,"OSB 7/16"" 4x8 Sheathing",214,sheets,,9857,42.1121,-72.5605
SO-729391,2026-07-28,06:30,WSPRHW,West Side Builders Supply,1440 Riverdale St,West Springfield,MA,01089,T-15,CertainTeed Vinyl Siding D4,5,pallets,,7799,42.1281,-72.6412
SO-729395,2026-07-28,06:30,WSPRHW,West Side Builders Supply,1440 Riverdale St,West Springfield,MA,01089,T-15,Pine Millwork & Interior Trim,5,bundles,,9662,42.1281,-72.6412
SO-729399,2026-07-28,06:30,HOLBROOK,Holbrook Lumber Co,627 Page Blvd,Springfield,MA,01104,T-15,"James Hardie Lap Siding 8.25""",4,pallets,,10673,42.1121,-72.5605
SO-729402,2026-07-28,06:30,WSPRHW,West Side Builders Supply,1440 Riverdale St,West Springfield,MA,01089,T-15,LVL Beams 1.75x11.875 18ft,102,pcs,3182,9670,42.1281,-72.6412
SO-729404,2026-07-28,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,Dimensional Lumber 2x10x16,301,pcs,8037,11120,42.8552,-72.5715
SO-729407,2026-07-28,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,"OSB 7/16"" 4x8 Sheathing",238,sheets,,10961,42.8552,-72.5715
SO-729409,2026-07-28,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,"CDX Plywood 1/2"" 4x8",222,sheets,,10660,42.8552,-72.5715
SO-729412,2026-07-28,06:30,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-17,Trex Composite Decking 20ft,1409,pcs,,38049,41.0421,-73.7702
SO-729415,2026-07-28,06:30,AUBURNBS,Auburn Lumber Co,48 Millbury St,Auburn,MA,01501,T-18,Dimensional Lumber 2x10x16,386,pcs,10306,14288,42.1945,-71.8356
SO-729418,2026-07-28,06:30,AUBURNBS,Auburn Lumber Co,48 Millbury St,Auburn,MA,01501,T-18,Pine Millwork & Interior Trim,5,bundles,,9241,42.1945,-71.8356
SO-729420,2026-07-28,06:30,WORCBS,Worcester Building Supply,120 Southbridge St,Worcester,MA,01608,T-18,CertainTeed Vinyl Siding D4,2,pallets,,3576,42.2751,-71.7997
SO-729424,2026-07-28,09:45,WILLIBS,Windham Building Products,1548 W Main St,Willimantic,CT,06226,T-05,CertainTeed Vinyl Siding D4,6,pallets,,8746,41.7106,-72.2081
SO-729425,2026-07-28,09:45,NLONBS,Whaling City Building Supply,351 Broad St,New London,CT,06320,T-05,CertainTeed Vinyl Siding D4,9,pallets,,12394,41.3502,-72.1023
SO-729427,2026-07-28,09:45,NORWBS,Norwalk Lumber & Millwork,120 Water St,Norwalk,CT,06854,T-06,"CDX Plywood 1/2"" 4x8",176,sheets,,8444,41.1177,-73.4079
SO-729430,2026-07-28,09:45,84LPOK,84 Lumber #1146,600 Violet Ave,Poughkeepsie,NY,12601,T-08,"OSB 7/16"" 4x8 Sheathing",263,sheets,,12119,41.6805,-73.9385
SO-729431,2026-07-28,09:45,84LPOK,84 Lumber #1146,600 Violet Ave,Poughkeepsie,NY,12601,T-08,"James Hardie Lap Siding 8.25""",5,pallets,,14149,41.6805,-73.9385
SO-729433,2026-07-28,09:45,BETHBS,Bethlehem Building Products,2260 Industrial Dr,Bethlehem,PA,18017,T-09,"CDX Plywood 1/2"" 4x8",129,sheets,,6190,40.6301,-75.3652
SO-729437,2026-07-28,09:45,NATNH,National Lumber New Haven,20 Lenox St,New Haven,CT,06513,T-10,"BCI I-Joists 11-7/8"" 20ft",229,pcs,,14204,41.3162,-72.8989
SO-729441,2026-07-28,09:45,ELMCITY,Elm City Building Products,480 Grand Ave,New Haven,CT,06511,T-10,CertainTeed Vinyl Siding D4,7,pallets,,9740,41.3055,-72.9104
SO-729445,2026-07-28,09:45,GREENF,Franklin County Building Supply,89 French King Hwy,Greenfield,MA,01301,T-13,Pine Millwork & Interior Trim,6,bundles,,10840,42.6039,-72.5541
SO-729446,2026-07-28,09:45,OCEANST,Ocean State Lumber,45 Dupont Dr,Providence,RI,02907,T-14,Pine Millwork & Interior Trim,8,bundles,,15170,41.8005,-71.4506
SO-729449,2026-07-28,09:45,WORCBS,Worcester Building Supply,120 Southbridge St,Worcester,MA,01608,T-18,Dimensional Lumber 2x10x16,292,pcs,7796,10804,42.2751,-71.7997
SO-729453,2026-07-28,09:45,AUBURNBS,Auburn Lumber Co,48 Millbury St,Auburn,MA,01501,T-18,Trex Composite Decking 20ft,282,pcs,,7601,42.1945,-71.8356
SO-729456,2026-07-28,09:45,GSMILL,Garden State Millwork,480 Frelinghuysen Ave,Newark,NJ,07114,T-19,"OSB 7/16"" 4x8 Sheathing",235,sheets,,10816,40.7059,-74.1735
SO-729460,2026-07-28,09:45,CAPDIST,Capital District Building Supply,1218 Central Ave,Albany,NY,12205,T-20,Trex Composite Decking 20ft,295,pcs,,7966,42.7105,-73.8202
SO-729461,2026-07-28,09:45,BFSEHART,Builders FirstSource East Hartford,240 Prestige Park Rd,East Hartford,CT,06108,T-21,Pine Millwork & Interior Trim,3,bundles,,6076,41.7808,-72.6091
SO-729464,2026-07-28,09:45,WATBS,Brass City Building Supply,2100 S Main St,Waterbury,CT,06706,T-22,"BCI I-Joists 11-7/8"" 20ft",194,pcs,,12036,41.5661,-73.0405
SO-729468,2026-07-28,09:45,HICKBS,Hicksville Building Supply,300 Duffy Ave,Hicksville,NY,11801,T-23,"BCI I-Joists 11-7/8"" 20ft",114,pcs,,7053,40.7712,-73.5205
SO-729469,2026-07-28,09:45,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-25,"James Hardie Lap Siding 8.25""",13,pallets,,38345,41.0421,-73.7702
SO-729471,2026-07-29,06:30,NADAMS,Mohawk Trail Building Supply,1420 Curran Hwy,North Adams,MA,01247,T-01,"OSB 7/16"" 4x8 Sheathing",210,sheets,,9658,42.7009,-73.1087
SO-729475,2026-07-29,06:30,BENNVT,Bennington Building Supply,121 Depot St,Bennington,VT,05201,T-01,LVL Beams 1.75x11.875 18ft,48,pcs,1498,4537,42.8795,-73.1925
SO-729476,2026-07-29,06:30,PITTSL,Pittsfield Lumber & Supply,555 Dalton Ave,Pittsfield,MA,01201,T-01,"OSB 7/16"" 4x8 Sheathing",214,sheets,,9831,42.452,-73.238
SO-729480,2026-07-29,06:30,BENNVT,Bennington Building Supply,121 Depot St,Bennington,VT,05201,T-01,LVL Beams 1.75x11.875 18ft,44,pcs,1373,4174,42.8795,-73.1925
SO-729484,2026-07-29,06:30,NADAMS,Mohawk Trail Building Supply,1420 Curran Hwy,North Adams,MA,01247,T-01,Trex Composite Decking 20ft,120,pcs,,3234,42.7009,-73.1087
SO-729488,2026-07-29,06:30,BFSFRAM,Builders FirstSource Framingham,350 Irving St,Framingham,MA,01702,T-02,Pine Millwork & Interior Trim,11,bundles,,20486,42.2989,-71.4308
